カテゴリコードlv1,カテゴリコードlv2,カテゴリコードlv3,カテゴリ名lv1,カテゴリ名lv2,カテゴリ名lv3,カテゴリ名lv3_long
2511,2309,2317,ゲーム、おもちゃ,模型、プラモデル,ロボット,模型、プラモデル > ロボット
2511,2309,38149,ゲーム、おもちゃ,模型、プラモデル,キャラクター,模型、プラモデル > キャラクター
2511,2309,38150,ゲーム、おもちゃ,模型、プラモデル,ミニ四駆,模型、プラモデル > ミニ四駆
2511,2309,2312,ゲーム、おもちゃ,模型、プラモデル,自動車,模型、プラモデル > 自動車
2511,2309,2310,ゲーム、おもちゃ,模型、プラモデル,オートバイ,模型、プラモデル > オートバイ
2511,2309,2316,ゲーム、おもちゃ,模型、プラモデル,船、ボート,模型、プラモデル > 船、ボート
2511,2309,2311,ゲーム、おもちゃ,模型、プラモデル,航空機,模型、プラモデル > 航空機
2511,2309,2314,ゲーム、おもちゃ,模型、プラモデル,建物,模型、プラモデル > 建物
2511,2309,2325,ゲーム、おもちゃ,模型、プラモデル,その他模型,模型、プラモデル > その他模型
2511,2309,47642,ゲーム、おもちゃ,模型、プラモデル,模型、プラモデル用塗料,模型、プラモデル>模型、プラモデル用塗料
2511,38146,38147,ゲーム、おもちゃ,パズル,ジグソーパズル,ジグソーパズル
2511,38146,38148,ゲーム、おもちゃ,パズル,パズルゲーム,ゲーム、おもちゃ > パズルゲーム
2511,2165,4850,ゲーム、おもちゃ,カードゲーム,花札,カードゲーム > 花札
2511,2165,4907,ゲーム、おもちゃ,カードゲーム,トランプ,カードゲーム > トランプ
2511,2165,4908,ゲーム、おもちゃ,カードゲーム,かるた,カードゲーム > かるた
2511,2165,13577,ゲーム、おもちゃ,カードゲーム,トレーディングカード,カードゲーム > トレーディングカード
2511,2165,4909,ゲーム、おもちゃ,カードゲーム,その他カードゲーム,カードゲーム > その他
2511,4011,14814,ゲーム、おもちゃ,パーティグッズ,仮装、変装,パーティグッズ > 仮装、変装
2511,4011,4017,ゲーム、おもちゃ,パーティグッズ,手品,パーティグッズ > 手品
2511,4011,4013,ゲーム、おもちゃ,パーティグッズ,キャンドル,パーティグッズ > キャンドル
2511,4011,4014,ゲーム、おもちゃ,パーティグッズ,クラッカー,パーティグッズ > クラッカー
2511,4011,4016,ゲーム、おもちゃ,パーティグッズ,ジョークグッズ,パーティグッズ > ジョークグッズ
2511,4011,4018,ゲーム、おもちゃ,パーティグッズ,ビンゴ、くじ,パーティグッズ > ビンゴ、くじ
2511,4011,4015,ゲーム、おもちゃ,パーティグッズ,室内装飾,パーティグッズ > 室内装飾
2511,4011,4019,ゲーム、おもちゃ,パーティグッズ,その他パーティーグッズ,その他パーティーグッズ
2511,37865,37871,ゲーム、おもちゃ,乗用玩具,乗用玩具一般,おもちゃ > 乗用玩具 > 一般
2511,37865,37868,ゲーム、おもちゃ,乗用玩具,幼児用自転車,幼児用自転車
2511,37865,37869,ゲーム、おもちゃ,乗用玩具,子ども用自転車,子ども用自転車
2511,37865,37866,ゲーム、おもちゃ,乗用玩具,一輪車,一輪車
2511,37865,37867,ゲーム、おもちゃ,乗用玩具,三輪車,三輪車
2511,37865,37870,ゲーム、おもちゃ,乗用玩具,車用ジュニアシート,車用ジュニアシート
2511,37853,47625,ゲーム、おもちゃ,季節玩具,雛人形,季節玩具 > 雛人形
2511,37853,47626,ゲーム、おもちゃ,季節玩具,五月人形,季節玩具 > 五月人形
2511,37853,47627,ゲーム、おもちゃ,季節玩具,鯉のぼり,季節玩具 > 鯉のぼり
2511,37853,37872,ゲーム、おもちゃ,季節玩具,水遊び,おもちゃ > 水遊び
2511,37853,37859,ゲーム、おもちゃ,季節玩具,花火,花火
2511,2166,37883,ゲーム、おもちゃ,ダーツ,ダーツセット,ダーツセット
2511,2166,37884,ゲーム、おもちゃ,ダーツ,ダーツバレル,ダーツバレル
2511,2166,37885,ゲーム、おもちゃ,ダーツ,ダーツボード,ダーツボード
2511,2166,37882,ゲーム、おもちゃ,ダーツ,その他用具,その他ダーツ用具
2511,2168,37879,ゲーム、おもちゃ,ビリヤード,ビリヤードセット,ビリヤードセット
2511,2168,37880,ゲーム、おもちゃ,ビリヤード,キュー,キュー
2511,2168,37881,ゲーム、おもちゃ,ビリヤード,ビリヤード台,ビリヤード台
2511,2168,37878,ゲーム、おもちゃ,ビリヤード,その他用具,その他用具
2511,50458,50462,ゲーム、おもちゃ,将棋,将棋セット,将棋セット
2511,50458,50463,ゲーム、おもちゃ,将棋,将棋盤,将棋盤
2511,50458,50464,ゲーム、おもちゃ,将棋,将棋駒,将棋駒
2511,50458,50460,ゲーム、おもちゃ,将棋,将棋用品,将棋用品
2511,50459,50465,ゲーム、おもちゃ,囲碁,囲碁セット,囲碁セット
2511,50459,50466,ゲーム、おもちゃ,囲碁,碁盤,碁盤
2511,50459,50467,ゲーム、おもちゃ,囲碁,碁石,碁石
2511,50459,50468,ゲーム、おもちゃ,囲碁,碁笥、碁笥箱、碁笥袋,碁笥、碁笥箱、碁笥袋
2511,50459,50461,ゲーム、おもちゃ,囲碁,囲碁用品,囲碁用品
2497,41303,41308,ベビー、キッズ、マタニティ,おむつ、トイレ用品,紙おむつ,ベビー、キッズ、マタニティ > おむつ、トイレ用品 > 紙おむつ
2497,41303,41310,ベビー、キッズ、マタニティ,おむつ、トイレ用品,布おむつ,おむつ、トイレ用品 > 布おむつ
2497,41303,41315,ベビー、キッズ、マタニティ,おむつ、トイレ用品,水遊び用おむつ,おむつ、トイレ用品 > 水遊び用おむつ
2497,41303,41306,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おむつカバー,おむつ、トイレ用品 > おむつカバー
2497,41303,41316,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おむつライナー、パッド,おむつ、トイレ用品 > おむつライナー、パッド
2497,41303,41307,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おむつポーチ,おむつ、トイレ用品 > おむつポーチ
2497,41303,41305,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おしりふき、ウェットティッシュ,おむつ、トイレ用品 > おしりふき、ウェットティッシュ
2497,41303,41318,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おしりふきウォーマー,おむつ、トイレ用品 > おしりふきウォーマー
2497,41303,41319,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おしりふきケース,おむつ、トイレ用品 > おしりふきケース
2497,41303,41311,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おむつ替えマット、シート,おむつ、トイレ用品 > おむつ替えマット、おむつ替えシート
2497,41303,41304,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おまる、補助便座,おむつ、トイレ用品 > おまる、補助便座
2497,41303,48685,ベビー、キッズ、マタニティ,おむつ、トイレ用品,トイレ用踏み台,おむつ、トイレ用品 > トイレ用踏み台
2497,41303,41321,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おむつストッカー,おむつ、トイレ用品 > おむつストッカー
2497,41303,41312,ベビー、キッズ、マタニティ,おむつ、トイレ用品,おむつ処理ポット、ゴミ箱,おむつ、トイレ用品 > おむつ処理ポット、ゴミ箱
2497,41303,41309,ベビー、キッズ、マタニティ,おむつ、トイレ用品,その他おむつ、トイレ用品,おむつ、トイレ用品 > その他おむつ、トイレ用品
2497,50208,50211,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,歯ブラシ、虫歯予防,ベビー、キッズ、マタニティ > 衛生用品、ヘルスケア > 歯ブラシ、虫歯予防
2497,50208,50223,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,ベビーオイル、ローション,ケア、衛星用品 > ベビーオイル、ベビーローション
2497,50208,50224,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,ベビーパウダー,ケア、衛星用品 > ベビーパウダー
2497,50208,50225,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,ベビークリーム,ケア、衛星用品 > ベビークリーム
2497,50208,50226,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,ベビーリップ,ケア、衛星用品 > ベビーリップ
2497,50208,50227,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,赤ちゃん体温計,ケア、衛星用品 > 赤ちゃん 体温計
2497,50208,50228,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,赤ちゃん用爪切り,ケア、衛星用品 > 赤ちゃん用爪切り
2497,50208,50229,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,散髪はさみ、バリカン,ケア、衛星用品 > 散髪はさみ、バリカン
2497,50208,50231,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,鼻吸い器,ベビー、キッズ、マタニティ > 衛星用品、ヘルスケア > 鼻吸い器
2497,50208,50232,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,水まくら、保冷シート,ケア、衛星用品 > 水まくら、保冷シート
2497,50208,50235,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,ベビースケール,ケア、衛星用品 > ベビースケール
2497,50208,50264,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,おしりふき、ウェットティッシュ,おむつ、トイレ用品 > おしりふき、ウェットティッシュ
2497,50208,50236,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,ベビーコットン,ケア、衛星用品 > ベビーコットン
2497,50208,50237,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,ベビー綿棒,ケア、衛星用品 > ベビー綿棒
2497,50208,50230,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,消毒はさみ,ケア、衛星用品 > 消毒はさみ
2497,50208,50239,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,食器、哺乳瓶用洗剤,ケア、衛星用品 > 食器、哺乳瓶用洗剤
2497,50208,50240,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,哺乳瓶用消毒、衛生ケース,ケア、衛星用品 > 哺乳瓶用消毒、衛生ケース
2497,50208,50241,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,哺乳瓶ブラシ,衛星用品、ヘルスケア > 哺乳びんブラシ
2497,50208,50243,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,UVケア用品,ケア、衛星用品 > UVケア用品
2497,50208,50244,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,虫除け用品,ケア、衛星用品 > 虫除け用品
2497,50208,50245,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,くすり飲み,ケア、衛星用品 > くすり飲み
2497,50208,50246,ベビー、キッズ、マタニティ,衛生用品、ヘルスケア,その他衛生用品,ベビー、キッズ、マタニティ > 衛星用品、ヘルスケア > その他衛生用品
2497,41603,50252,ベビー、キッズ、マタニティ,お風呂、バス用品,ベビーソープ、シャンプー,ベビー、キッズ、マタニティ、バス、風呂用品 > ベビーソープ、シャンプー
2497,41603,50253,ベビー、キッズ、マタニティ,お風呂、バス用品,赤ちゃん用入浴剤、沐浴剤,バス、風呂用品 > 赤ちゃん用入浴剤、沐浴剤
2497,41603,50254,ベビー、キッズ、マタニティ,お風呂、バス用品,ベビーバス,バス、風呂用品 > ベビーバス
2497,41603,50255,ベビー、キッズ、マタニティ,お風呂、バス用品,ベビーバスチェア,バス、風呂用品 > ベビーバスチェア
2497,41603,50256,ベビー、キッズ、マタニティ,お風呂、バス用品,湯桶、手桶,ベビー、キッズ、マタニティ > バス、風呂用品 > 湯桶、手桶
